surname	frequency	cumulative_frequency	rank
Herrada	0	78.132	20202
Hendryx	0	78.133	20203
Hellums	0	78.133	20204
Heit	0	78.133	20205
Heishman	0	78.134	20206
Heindel	0	78.134	20207
Hayslip	0	78.135	20208
Hayford	0	78.135	20209
Hastie	0	78.136	20210
Hartgrove	0	78.136	20211
Hanus	0	78.137	20212
Hakim	0	78.137	20213
Hains	0	78.138	20214
Hadnott	0	78.138	20215
Gundersen	0	78.139	20216
Gulino	0	78.139	20217
Guidroz	0	78.139	20218
Guebert	0	78.14	20219
Gressett	0	78.14	20220
Greenhouse	0	78.141	20221
Graydon	0	78.141	20222
Gramling	0	78.142	20223
Grahn	0	78.142	20224
Goupil	0	78.143	20225
Gory	0	78.143	20226
Gorelick	0	78.144	20227
Goodreau	0	78.144	20228
Goodnough	0	78.144	20229
Golay	0	78.145	20230
Going	0	78.145	20231
Goers	0	78.146	20232
Glatz	0	78.146	20233
Gillikin	0	78.147	20234
Gieseke	0	78.147	20235
Giammarino	0	78.148	20236
Getman	0	78.148	20237
Geronimo	0	78.149	20238
Gerardo	0	78.149	20239
Gensler	0	78.15	20240
Gazda	0	78.15	20241
Garibaldi	0	78.15	20242
Gahan	0	78.151	20243
Fury	0	78.151	20244
Funderburke	0	78.152	20245
Fukuda	0	78.152	20246
Fugitt	0	78.153	20247
Fuerst	0	78.153	20248
Fortman	0	78.154	20249
Forsgren	0	78.154	20250
Formica	0	78.155	20251
Fluke	0	78.155	20252
Flink	0	78.156	20253
Fitton	0	78.156	20254
Feltz	0	78.156	20255
Fekete	0	78.157	20256
Feit	0	78.157	20257
Fehrenbach	0	78.158	20258
Farone	0	78.158	20259
Farinas	0	78.159	20260
Faries	0	78.159	20261
Fagen	0	78.16	20262
Ewin	0	78.16	20263
Esquilin	0	78.161	20264
Esch	0	78.161	20265
Enderle	0	78.162	20266
Ellery	0	78.162	20267
Ellers	0	78.162	20268
Ekberg	0	78.163	20269
Egli	0	78.163	20270
Effinger	0	78.164	20271
Dymond	0	78.164	20272
Dulle	0	78.165	20273
Dula	0	78.165	20274
Duhe	0	78.166	20275
Dudney	0	78.166	20276
Duane	0	78.167	20277
Dowless	0	78.167	20278
Dower	0	78.168	20279
Dorminey	0	78.168	20280
Dopp	0	78.168	20281
Dooling	0	78.169	20282
Domer	0	78.169	20283
Disher	0	78.17	20284
Dillenbeck	0	78.17	20285
Difilippo	0	78.171	20286
Dibernardo	0	78.171	20287
Deyoe	0	78.172	20288
Devillier	0	78.172	20289
Denley	0	78.173	20290
Deland	0	78.173	20291
Defibaugh	0	78.174	20292
Deeb	0	78.174	20293
Debow	0	78.174	20294
Dauer	0	78.175	20295
Datta	0	78.175	20296
Darcangelo	0	78.176	20297
Daoust	0	78.176	20298
Damelio	0	78.177	20299
Dahm	0	78.177	20300
Dahlman	0	78.178	20301
Cypher	0	78.178	20302
Curling	0	78.179	20303
Curlin	0	78.179	20304
Cupit	0	78.18	20305
Culton	0	78.18	20306
Cuenca	0	78.18	20307
Cropp	0	78.181	20308
Croke	0	78.181	20309
Cremer	0	78.182	20310
Crace	0	78.182	20311
Cosio	0	78.183	20312
Corzine	0	78.183	20313
Coombe	0	78.184	20314
Coman	0	78.184	20315
Colone	0	78.185	20316
Coloma	0	78.185	20317
Collingwood	0	78.186	20318
Coletta	0	78.186	20319
Coderre	0	78.186	20320
Cocke	0	78.187	20321
Cobler	0	78.187	20322
Claybrook	0	78.188	20323
Circle	0	78.188	20324
Cincotta	0	78.189	20325
Cimmino	0	78.189	20326
Christoff	0	78.19	20327
Christina	0	78.19	20328
Chisum	0	78.191	20329
Chillemi	0	78.191	20330
Chevere	0	78.192	20331
Chae	0	78.192	20332
Chachere	0	78.192	20333
Cervone	0	78.193	20334
Cermak	0	78.193	20335
Cefalu	0	78.194	20336
Cauble	0	78.194	20337
Cather	0	78.195	20338
Caso	0	78.195	20339
Carns	0	78.196	20340
Carcamo	0	78.196	20341
Carbo	0	78.197	20342
Capoccia	0	78.197	20343
Capello	0	78.198	20344
Capell	0	78.198	20345
Canino	0	78.198	20346
Cambareri	0	78.199	20347
Calvi	0	78.199	20348
Cabiness	0	78.2	20349
Bushell	0	78.2	20350
Burtt	0	78.201	20351
Burstein	0	78.201	20352
Burkle	0	78.202	20353
Bunner	0	78.202	20354
Bundren	0	78.203	20355
Buechler	0	78.203	20356
Bryand	0	78.204	20357
Bruso	0	78.204	20358
Brownstein	0	78.204	20359
Brow	0	78.205	20360
Brouse	0	78.205	20361
Brodt	0	78.206	20362
Broaden	0	78.206	20363
Brisbin	0	78.207	20364
Brightman	0	78.207	20365
Bridgett	0	78.208	20366
Brenes	0	78.208	20367
Breitenbach	0	78.209	20368
Brazzell	0	78.209	20369
Brazee	0	78.21	20370
Bramwell	0	78.21	20371
Bramhall	0	78.21	20372
Bradstreet	0	78.211	20373
Boyton	0	78.211	20374
Bowland	0	78.212	20375
Boulter	0	78.212	20376
Bossert	0	78.213	20377
Bonura	0	78.213	20378
Bonebrake	0	78.214	20379
Bonacci	0	78.214	20380
Boeck	0	78.215	20381
Blystone	0	78.215	20382
Birchard	0	78.215	20383
Bilal	0	78.216	20384
Biddy	0	78.216	20385
Bibee	0	78.217	20386
Bevans	0	78.217	20387
Bethke	0	78.218	20388
Bertelsen	0	78.218	20389
Berney	0	78.219	20390
Bergfeld	0	78.219	20391
Benware	0	78.22	20392
Bellon	0	78.22	20393
Bellah	0	78.221	20394
Been	0	78.221	20395
Batterton	0	78.221	20396
Barberio	0	78.222	20397
Bamber	0	78.222	20398
Bagdon	0	78.223	20399
Badeaux	0	78.223	20400
Averitt	0	78.224	20401
Augsburger	0	78.224	20402
Ates	0	78.225	20403
Arvie	0	78.225	20404
Aronowitz	0	78.226	20405
Arens	0	78.226	20406
Arch	0	78.227	20407
Araya	0	78.227	20408
Angelos	0	78.227	20409
Andrada	0	78.228	20410
Amell	0	78.228	20411
Amante	0	78.229	20412
Alvin	0	78.229	20413
Almy	0	78.23	20414
Almquist	0	78.23	20415
Alls	0	78.231	20416
Aispuro	0	78.231	20417
Aguillon	0	78.232	20418
Agudelo	0	78.232	20419
Admire	0	78.233	20420
Acy	0	78.233	20421
Aceto	0	78.233	20422
Abbot	0	78.234	20423
Abalos	0	78.234	20424
Zdenek	0	78.235	20425
Zaremba	0	78.235	20426
Zaccaria	0	78.236	20427
Youssef	0	78.236	20428
Wrona	0	78.237	20429
Wrinkle	0	78.237	20430
Wrede	0	78.238	20431
Wotton	0	78.238	20432
Woolston	0	78.238	20433
Wolpert	0	78.239	20434
Wollman	0	78.239	20435
Wince	0	78.24	20436
Wimberley	0	78.24	20437
Willmore	0	78.241	20438
Willetts	0	78.241	20439
Wikoff	0	78.242	20440
Wieder	0	78.242	20441
Wickert	0	78.242	20442
Whitenack	0	78.243	20443
Wernick	0	78.243	20444
Welte	0	78.244	20445
Welden	0	78.244	20446
Weiskopf	0	78.245	20447
Weisenberger	0	78.245	20448
Weich	0	78.246	20449
Wallington	0	78.246	20450
Walder	0	78.246	20451
Vossler	0	78.247	20452
Vore	0	78.247	20453
Vigo	0	78.248	20454
Vierling	0	78.248	20455
Victorine	0	78.249	20456
Verdun	0	78.249	20457
Vencill	0	78.25	20458
Vena	0	78.25	20459
Vazguez	0	78.25	20460
Vassel	0	78.251	20461
Vanzile	0	78.251	20462
Vanvliet	0	78.252	20463
Vantrease	0	78.252	20464
Vannostrand	0	78.253	20465
Vanderveer	0	78.253	20466
Vanderveen	0	78.254	20467
Vancil	0	78.254	20468
Uyeda	0	78.254	20469
Umphrey	0	78.255	20470
Uhler	0	78.255	20471
Uber	0	78.256	20472
Tutson	0	78.256	20473
Turrentine	0	78.257	20474
Tullier	0	78.257	20475
Tugwell	0	78.258	20476
Trundy	0	78.258	20477
Tripodi	0	78.258	20478
Tomer	0	78.259	20479
Tomei	0	78.259	20480
Tomasi	0	78.26	20481
Tomaselli	0	78.26	20482
Tokarski	0	78.261	20483
Tisher	0	78.261	20484
Tibbets	0	78.262	20485
Thweatt	0	78.262	20486
Thistle	0	78.262	20487
Tharrington	0	78.263	20488
Tesar	0	78.263	20489
Telesco	0	78.264	20490
Teasdale	0	78.264	20491
Tatem	0	78.265	20492
Taniguchi	0	78.265	20493
Suriel	0	78.266	20494
Sudler	0	78.266	20495
Stutsman	0	78.266	20496
Sturman	0	78.267	20497
Strite	0	78.267	20498
Strelow	0	78.268	20499
Streight	0	78.268	20500
Strawder	0	78.269	20501
Stransky	0	78.269	20502
Strahl	0	78.27	20503
Stours	0	78.27	20504
Stong	0	78.27	20505
Stinebaugh	0	78.271	20506
Stilts	0	78.271	20507
Stillson	0	78.272	20508
Steyer	0	78.272	20509
Stelle	0	78.273	20510
Steffy	0	78.273	20511
Steffensmeier	0	78.274	20512
Statham	0	78.274	20513
Squillante	0	78.274	20514
Spiess	0	78.275	20515
Spargo	0	78.275	20516
Southward	0	78.276	20517
Soller	0	78.276	20518
Soden	0	78.277	20519
Snuggs	0	78.277	20520
Snellgrove	0	78.278	20521
Smyers	0	78.278	20522
Smiddy	0	78.278	20523
Slonaker	0	78.279	20524
Skyles	0	78.279	20525
Skowron	0	78.28	20526
Sivils	0	78.28	20527
Siqueiros	0	78.281	20528
Siers	0	78.281	20529
Siddall	0	78.282	20530
Shorty	0	78.282	20531
Shontz	0	78.282	20532
Shingler	0	78.283	20533
Shiley	0	78.283	20534
Shibley	0	78.284	20535
Sherard	0	78.284	20536
Shelnutt	0	78.285	20537
Shedrick	0	78.285	20538
Shasteen	0	78.286	20539
Sereno	0	78.286	20540
Selke	0	78.286	20541
Scovil	0	78.287	20542
Scola	0	78.287	20543
Schuett	0	78.288	20544
Schuessler	0	78.288	20545
Schreckengost	0	78.289	20546
Schranz	0	78.289	20547
Schoepp	0	78.29	20548
Schneiderman	0	78.29	20549
Schlanger	0	78.29	20550
Schiele	0	78.291	20551
Scheuermann	0	78.291	20552
Schertz	0	78.292	20553
Scheidler	0	78.292	20554
Scheff	0	78.293	20555
Schaner	0	78.293	20556
Schamber	0	78.294	20557
Scardina	0	78.294	20558
Savedra	0	78.294	20559
Saulnier	0	78.295	20560
Sater	0	78.295	20561
Sarro	0	78.296	20562
Sambrano	0	78.296	20563
Salomone	0	78.297	20564
Sabourin	0	78.297	20565
Ruud	0	78.298	20566
Rutten	0	78.298	20567
Ruffino	0	78.298	20568
Ruddock	0	78.299	20569
Rowser	0	78.299	20570
Roussell	0	78.3	20571
Rosengarten	0	78.3	20572
Rominger	0	78.301	20573
Rollinson	0	78.301	20574
Rohman	0	78.302	20575
Roeser	0	78.302	20576
Rodenberg	0	78.303	20577
Roberds	0	78.303	20578
Ridgell	0	78.303	20579
Rhodus	0	78.304	20580
Reynaga	0	78.304	20581
Rexrode	0	78.305	20582
Revelle	0	78.305	20583
Rempel	0	78.306	20584
Remigio	0	78.306	20585
Reising	0	78.307	20586
Reiling	0	78.307	20587
Reetz	0	78.307	20588
Rayos	0	78.308	20589
Ravenscroft	0	78.308	20590
Ravenell	0	78.309	20591
Raulerson	0	78.309	20592
Rasmusson	0	78.31	20593
Rask	0	78.31	20594
Rase	0	78.311	20595
Ragon	0	78.311	20596
Quesnel	0	78.311	20597
Quashie	0	78.312	20598
Puzo	0	78.312	20599
Puterbaugh	0	78.313	20600
Ptak	0	78.313	20601
Prost	0	78.314	20602
Prisbrey	0	78.314	20603
Principe	0	78.315	20604
Pricer	0	78.315	20605
Pratte	0	78.315	20606
Pouncey	0	78.316	20607
Portman	0	78.316	20608
Pontious	0	78.317	20609
Pomerantz	0	78.317	20610
Platter	0	78.318	20611
Planck	0	78.318	20612
Pilkenton	0	78.319	20613
Pilarski	0	78.319	20614
Piano	0	78.319	20615
Phegley	0	78.32	20616
Pertuit	0	78.32	20617
Perla	0	78.321	20618
Penta	0	78.321	20619
Pelc	0	78.322	20620
Peffer	0	78.322	20621
Pech	0	78.323	20622
Peagler	0	78.323	20623
Pavelka	0	78.323	20624
Pavao	0	78.324	20625
Patman	0	78.324	20626
Paskett	0	78.325	20627
Parrilla	0	78.325	20628
Pardini	0	78.326	20629
Papazian	0	78.326	20630
Panter	0	78.327	20631
Palin	0	78.327	20632
Paley	0	78.327	20633
Pai	0	78.328	20634
Pages	0	78.328	20635
Paetzold	0	78.329	20636
Packett	0	78.329	20637
Pacheo	0	78.33	20638
Ostrem	0	78.33	20639
Orsborn	0	78.331	20640
Olmedo	0	78.331	20641
Okamura	0	78.331	20642
Oiler	0	78.332	20643
Ohm	0	78.332	20644
Oglesbee	0	78.333	20645
Oatis	0	78.333	20646
Oakland	0	78.334	20647
Nuckles	0	78.334	20648
Notter	0	78.335	20649
Nordyke	0	78.335	20650
Nogueira	0	78.335	20651
Niswander	0	78.336	20652
Nibert	0	78.336	20653
Nesby	0	78.337	20654
Neloms	0	78.337	20655
Nading	0	78.338	20656
Naab	0	78.338	20657
Munns	0	78.339	20658
Mullarkey	0	78.339	20659
Moudy	0	78.339	20660
Moret	0	78.34	20661
Monnin	0	78.34	20662
Molder	0	78.341	20663
Modisette	0	78.341	20664
Moczygemba	0	78.342	20665
Moctezuma	0	78.342	20666
Mischke	0	78.343	20667
Miro	0	78.343	20668
Mings	0	78.343	20669
Milot	0	78.344	20670
Milledge	0	78.344	20671
Milhorn	0	78.345	20672
Milera	0	78.345	20673
Mieles	0	78.346	20674
Mickley	0	78.346	20675
Michelle	0	78.347	20676
Micek	0	78.347	20677
Metellus	0	78.347	20678
Mersch	0	78.348	20679
Merola	0	78.348	20680
Mercure	0	78.349	20681
Mencer	0	78.349	20682
Mellin	0	78.35	20683
Mell	0	78.35	20684
Meinke	0	78.351	20685
Mcquillan	0	78.351	20686
Mcmurtrie	0	78.351	20687
Mckillop	0	78.352	20688
Mckiernan	0	78.352	20689
Mckendrick	0	78.353	20690
Mckamie	0	78.353	20691
Mcilvaine	0	78.354	20692
Mcguffie	0	78.354	20693
Mcgonigle	0	78.355	20694
Mcgarrah	0	78.355	20695
Mcfetridge	0	78.355	20696
Mcenaney	0	78.356	20697
Mcdow	0	78.356	20698
Mccutchan	0	78.357	20699
Mccallie	0	78.357	20700
Mcadam	0	78.358	20701
Maycock	0	78.358	20702
Maybee	0	78.359	20703
Mattei	0	78.359	20704
Massi	0	78.359	20705
Masser	0	78.36	20706
Masiello	0	78.36	20707
Marth	0	78.361	20708
Marshell	0	78.361	20709
Marmo	0	78.362	20710
Marksberry	0	78.362	20711
Markell	0	78.363	20712
Marchal	0	78.363	20713
Manross	0	78.363	20714
Manganaro	0	78.364	20715
Mally	0	78.364	20716
Mallow	0	78.365	20717
Mailhot	0	78.365	20718
Magyar	0	78.366	20719
Madonna	0	78.366	20720
Madero	0	78.367	20721
Madding	0	78.367	20722
Maddalena	0	78.367	20723
Macfarland	0	78.368	20724
Lynes	0	78.368	20725
Lush	0	78.369	20726
Lugar	0	78.369	20727
Luckie	0	78.37	20728
Lucca	0	78.37	20729
Lovitt	0	78.371	20730
Loveridge	0	78.371	20731
Loux	0	78.371	20732
Loth	0	78.372	20733
Loso	0	78.372	20734
Lorenzana	0	78.373	20735
Lorance	0	78.373	20736
Lockley	0	78.374	20737
Lockamy	0	78.374	20738
Littler	0	78.375	20739
Litman	0	78.375	20740
Litke	0	78.376	20741
Liebel	0	78.376	20742
Lichtenberger	0	78.376	20743
Licea	0	78.377	20744
Leverich	0	78.377	20745
Letarte	0	78.378	20746
Lesesne	0	78.378	20747
Leno	0	78.379	20748
Legleiter	0	78.379	20749
Leffew	0	78.38	20750
Laurin	0	78.38	20751
Launius	0	78.38	20752
Laswell	0	78.381	20753
Lassen	0	78.381	20754
Lasala	0	78.382	20755
Laraway	0	78.382	20756
Laramore	0	78.383	20757
Landrith	0	78.383	20758
Lancon	0	78.384	20759
Lanahan	0	78.384	20760
Laiche	0	78.384	20761
Laford	0	78.385	20762
Lachermeier	0	78.385	20763
Kunst	0	78.386	20764
Kugel	0	78.386	20765
Kuck	0	78.387	20766
Kuchta	0	78.387	20767
Kube	0	78.388	20768
Korus	0	78.388	20769
Koppes	0	78.388	20770
Kolbe	0	78.389	20771
Koerber	0	78.389	20772
Kochan	0	78.39	20773
Knittel	0	78.39	20774
Kluck	0	78.391	20775
Kleve	0	78.391	20776
Kleine	0	78.392	20777
Kitch	0	78.392	20778
Kirton	0	78.392	20779
Kirker	0	78.393	20780
Kintz	0	78.393	20781
Kinghorn	0	78.394	20782
Kindell	0	78.394	20783
Kimrey	0	78.395	20784
Kilduff	0	78.395	20785
Kilcrease	0	78.396	20786
Kicklighter	0	78.396	20787
Kibble	0	78.396	20788
Kervin	0	78.397	20789
Keplinger	0	78.397	20790
Keogh	0	78.398	20791
Kellog	0	78.398	20792
Keeth	0	78.399	20793
Kealey	0	78.399	20794
Kazmierczak	0	78.4	20795
Karner	0	78.4	20796
Kamel	0	78.4	20797
Kalina	0	78.401	20798
Kaczynski	0	78.401	20799
Juel	0	78.402	20800
Joye	0	78.402	20801
Jerman	0	78.403	20802
Jeppson	0	78.403	20803
Jawad	0	78.404	20804
Jasik	0	78.404	20805
Jaqua	0	78.404	20806
Janusz	0	78.405	20807
Janco	0	78.405	20808
Island	0	78.406	20809
Inskeep	0	78.406	20810
Inks	0	78.407	20811
Ingold	0	78.407	20812
Ing	0	78.408	20813
Hyndman	0	78.408	20814
Hymer	0	78.408	20815
Hunte	0	78.409	20816
Hunkins	0	78.409	20817
Humber	0	78.41	20818
Huffstutler	0	78.41	20819
Huffines	0	78.411	20820
Hudon	0	78.411	20821
Hudec	0	78.412	20822
Hovland	0	78.412	20823
Houze	0	78.412	20824
Hout	0	78.413	20825
Hougland	0	78.413	20826
Hopf	0	78.414	20827
Hon	0	78.414	20828
Holsapple	0	78.415	20829
Holness	0	78.415	20830
Hollenbach	0	78.416	20831
Hoffmeister	0	78.416	20832
Hitchings	0	78.416	20833
Hirata	0	78.417	20834
Hieber	0	78.417	20835
Hickel	0	78.418	20836
Hewey	0	78.418	20837
Herriman	0	78.419	20838
Hermansen	0	78.419	20839
Herandez	0	78.42	20840
Henze	0	78.42	20841
Heffelfinger	0	78.42	20842
Hedgecock	0	78.421	20843
Hazlitt	0	78.421	20844
Hazelrigg	0	78.422	20845
Haycock	0	78.422	20846
Harren	0	78.423	20847
Harnage	0	78.423	20848
Harling	0	78.424	20849
Harcrow	0	78.424	20850
Hannold	0	78.424	20851
Hanline	0	78.425	20852
Hanel	0	78.425	20853
Hanberry	0	78.426	20854
Hammersley	0	78.426	20855
Hamernik	0	78.427	20856
Halliwell	0	78.427	20857
Hajduk	0	78.428	20858
Haithcock	0	78.428	20859
Haff	0	78.428	20860
Hadaway	0	78.429	20861
Haan	0	78.429	20862
Gullatt	0	78.43	20863
Guilbault	0	78.43	20864
Guidotti	0	78.431	20865
Gruner	0	78.431	20866
Grisson	0	78.432	20867
Grieves	0	78.432	20868
Granato	0	78.432	20869
Gracie	0	78.433	20870
Grabert	0	78.433	20871
Gover	0	78.434	20872
Gorka	0	78.434	20873
Glueck	0	78.435	20874
Girardin	0	78.435	20875
Giorgio	0	78.436	20876
Giesler	0	78.436	20877
Gersten	0	78.436	20878
Gering	0	78.437	20879
Geers	0	78.437	20880
Gaut	0	78.438	20881
Gaulin	0	78.438	20882
Gaskamp	0	78.439	20883
Garbett	0	78.439	20884
Gallivan	0	78.44	20885
Galland	0	78.44	20886
Gaeth	0	78.44	20887
Fullenkamp	0	78.441	20888
Fullam	0	78.441	20889
Friedrichs	0	78.442	20890
Freire	0	78.442	20891
Freeney	0	78.443	20892
Fredenburg	0	78.443	20893
Frappier	0	78.444	20894
Fowkes	0	78.444	20895
Foree	0	78.445	20896
Fleurant	0	78.445	20897
Fleig	0	78.445	20898
Fleagle	0	78.446	20899
Fitzsimons	0	78.446	20900
Fischetti	0	78.447	20901
Fiorenza	0	78.447	20902
Finneran	0	78.448	20903
Filippi	0	78.448	20904
Figueras	0	78.449	20905
Fesler	0	78.449	20906
Fertig	0	78.449	20907
Fennel	0	78.45	20908
Feltmann	0	78.45	20909
Felps	0	78.451	20910
Felmlee	0	78.451	20911
Faye	0	78.452	20912
Fannon	0	78.452	20913
Familia	0	78.453	20914
Fairall	0	78.453	20915
Fail	0	78.453	20916
Fadden	0	78.454	20917
Esslinger	0	78.454	20918
Enfinger	0	78.455	20919
Elsasser	0	78.455	20920
Elmendorf	0	78.456	20921
Ellisor	0	78.456	20922
Einhorn	0	78.457	20923
Ehrman	0	78.457	20924
Egner	0	78.457	20925
Edmisten	0	78.458	20926
Edlund	0	78.458	20927
Ebinger	0	78.459	20928
Dyment	0	78.459	20929
Dykeman	0	78.46	20930
Durling	0	78.46	20931
Dunstan	0	78.461	20932
Dunsmore	0	78.461	20933
Dugal	0	78.461	20934
Duer	0	78.462	20935
Drescher	0	78.462	20936
Doyel	0	78.463	20937
Down	0	78.463	20938
Dossey	0	78.464	20939
Donelan	0	78.464	20940
Dockstader	0	78.465	20941
Dobyns	0	78.465	20942
Divis	0	78.465	20943
Dilks	0	78.466	20944
Didier	0	78.466	20945
Desrosier	0	78.467	20946
Desanto	0	78.467	20947
Deppe	0	78.468	20948
Deng	0	78.468	20949
Delosh	0	78.469	20950
Delange	0	78.469	20951
Defrank	0	78.469	20952
Debo	0	78.47	20953
Dauber	0	78.47	20954
Dartez	0	78.471	20955
Daquila	0	78.471	20956
Dankert	0	78.472	20957
Dahn	0	78.472	20958
Cygan	0	78.473	20959
Cusic	0	78.473	20960
Curfman	0	78.473	20961
Croghan	0	78.474	20962
Croff	0	78.474	20963
Criger	0	78.475	20964
Creviston	0	78.475	20965
Crays	0	78.476	20966
Cravey	0	78.476	20967
Crandle	0	78.477	20968
Crail	0	78.477	20969
Crago	0	78.477	20970
Craghead	0	78.478	20971
Cousineau	0	78.478	20972
Couchman	0	78.479	20973
Cothron	0	78.479	20974
Corella	0	78.48	20975
Conine	0	78.48	20976
Coller	0	78.481	20977
Colberg	0	78.481	20978
Cogley	0	78.481	20979
Coatney	0	78.482	20980
Coale	0	78.482	20981
Clendenin	0	78.483	20982
Claywell	0	78.483	20983
Clagon	0	78.484	20984
Cifaldi	0	78.484	20985
Choiniere	0	78.485	20986
Chickering	0	78.485	20987
Chica	0	78.485	20988
Chennault	0	78.486	20989
Chavarin	0	78.486	20990
Chattin	0	78.487	20991
Chaloux	0	78.487	20992
Challis	0	78.488	20993
Cesario	0	78.488	20994
Certain	0	78.489	20995
Cazarez	0	78.489	20996
Caughman	0	78.489	20997
Catledge	0	78.49	20998
Casebolt	0	78.49	20999
Carrel	0	78.491	21000
Carra	0	78.491	21001
Carlow	0	78.492	21002
Capote	0	78.492	21003
Canez	0	78.493	21004
Camillo	0	78.493	21005
Caliendo	0	78.493	21006
Calbert	0	78.494	21007
Cairo	0	78.494	21008
Bylsma	0	78.495	21009
Bustle	0	78.495	21010
Buskey	0	78.496	21011
Buschman	0	78.496	21012
Burkhard	0	78.497	21013
Burghardt	0	78.497	21014
Burgard	0	78.497	21015
Buonocore	0	78.498	21016
Bunkley	0	78.498	21017
Bungard	0	78.499	21018
Bundrick	0	78.499	21019
Bumbrey	0	78.5	21020
Buice	0	78.5	21021
Buffkin	0	78.501	21022
Brundige	0	78.501	21023
Brockwell	0	78.501	21024
Brion	0	78.502	21025
Brin	0	78.502	21026
Briant	0	78.503	21027
Bredeson	0	78.503	21028
Bransford	0	78.504	21029
Brannock	0	78.504	21030
Brakefield	0	78.505	21031
Brackens	0	78.505	21032
Brabant	0	78.505	21033
Boxer	0	78.506	21034
Bowdoin	0	78.506	21035
Bouyer	0	78.507	21036
Bothe	0	78.507	21037
Boor	0	78.508	21038
Bonavita	0	78.508	21039
Bollig	0	78.509	21040
Blurton	0	78.509	21041
Blunk	0	78.509	21042
Blanke	0	78.51	21043
Blanck	0	78.51	21044
Birden	0	78.511	21045
Bierbaum	0	78.511	21046
Bevington	0	78.512	21047
Beutler	0	78.512	21048
Betters	0	78.513	21049
Bettcher	0	78.513	21050
Bera	0	78.513	21051
Benway	0	78.514	21052
Bengston	0	78.514	21053
Benesh	0	78.515	21054
Behar	0	78.515	21055
Bedsole	0	78.516	21056
Becenti	0	78.516	21057
Beachy	0	78.517	21058
Battersby	0	78.517	21059
Basta	0	78.518	21060
Bartmess	0	78.518	21061
Bartle	0	78.518	21062
Bartkowiak	0	78.519	21063
Barsky	0	78.519	21064
Barrio	0	78.52	21065
Barletta	0	78.52	21066
Barfoot	0	78.521	21067
Banegas	0	78.521	21068
Ballin	0	78.522	21069
Baldonado	0	78.522	21070
Bal	0	78.522	21071
Azcona	0	78.523	21072
Avants	0	78.523	21073
Austell	0	78.524	21074
Aungst	0	78.524	21075
Aune	0	78.525	21076
Aumann	0	78.525	21077
Audia	0	78.526	21078
Atterbury	0	78.526	21079
Asselin	0	78.526	21080
Asmussen	0	78.527	21081
Ashline	0	78.527	21082
Asbill	0	78.528	21083
Arvizo	0	78.528	21084
Arnot	0	78.529	21085
Ariola	0	78.529	21086
Ardrey	0	78.53	21087
Angstadt	0	78.53	21088
Anastasio	0	78.53	21089
Amsden	0	78.531	21090
Amor	0	78.531	21091
Amerman	0	78.532	21092
Alred	0	78.532	21093
Almeda	0	78.533	21094
Allington	0	78.533	21095
Alewine	0	78.534	21096
Alcina	0	78.534	21097
Alberico	0	78.534	21098
Alas	0	78.535	21099
Ahlgren	0	78.535	21100
Aguas	0	78.536	21101
Agrawal	0	78.536	21102
Agosta	0	78.537	21103
Adolphsen	0	78.537	21104
Addie	0	78.538	21105
Acre	0	78.538	21106
Acey	0	78.538	21107
Aburto	0	78.539	21108
Abler	0	78.539	21109
Zwiebel	0	78.54	21110
Zuk	0	78.54	21111
Zepp	0	78.541	21112
Zentz	0	78.541	21113
Ybarbo	0	78.541	21114
Yarberry	0	78.542	21115
Yamauchi	0	78.542	21116
Yamashiro	0	78.543	21117
Wurtz	0	78.543	21118
Wronski	0	78.544	21119
Worster	0	78.544	21120
Wootten	0	78.544	21121
Wool	0	78.545	21122
Wongus	0	78.545	21123
Woltz	0	78.546	21124
Wolanski	0	78.546	21125
Witzke	0	78.547	21126
Withey	0	78.547	21127
Wisecarver	0	78.547	21128
Wingham	0	78.548	21129
Wineinger	0	78.548	21130
Winegarden	0	78.549	21131
